[2026-04-22 17:58:51] ========== OTX Last 3 Months (IP Only) 启动 ==========
[2026-04-22 17:58:51] 时间窗口起点: 2026-04-15 17:58:51
[2026-04-22 17:58:51] 最大翻页数: 200
[2026-04-22 17:59:01] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20 (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 17:59:25] [IP] 40.77.167.12 | pulse=69e847c8886880730d8fef93
[2026-04-22 22:23:07] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:07] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:17] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:17] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:27] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:27] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:37] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:37] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:47] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:47] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:58] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:23:58] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:08] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:08] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:18] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:18] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:28] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:28] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:38] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:38] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:48] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:48] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:58] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:24:58] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:08] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:08] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:18] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:18] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:28] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:28] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:38] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:38] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:48] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:48] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:58] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:25:58] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:08] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:08] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:18] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:18] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:28] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:28] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:38] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:38] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:48] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:48] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:58] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:26:58] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:09] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:09] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:19] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:19] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:29] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:29] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:39] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:39] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:49] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:49] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:27:56] ========== OTX Last 3 Months (IP Only) 启动 ==========
[2026-04-22 22:27:56] 时间窗口起点: 2026-04-15 22:27:56
[2026-04-22 22:27:56] 最大翻页数: 200
[2026-04-22 22:27:59] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:28:01] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20 (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:28:09] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:28:11] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20 (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:28:19] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:28:21] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20 (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:28:29] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:28:31] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20 (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:28:39] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:28:49] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:28:59] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Max retries exceeded with url: /api/v1/pulses/activity?limit=20&after=69e826a41ece39ee9360b83f (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1129)')))
[2026-04-22 22:29:12] ========== OTX Last 3 Months (IP Only) 启动 ==========
[2026-04-22 22:29:12] 时间窗口起点: 2026-04-15 22:29:12
[2026-04-22 22:29:12] 最大翻页数: 200
[2026-04-22 22:29:28] [INFO] 正在处理第 1 页，Pulse 数量: 20
[2026-04-22 22:30:16] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-04-22 22:30:17] [IP] 100.53.197.129 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.198.0.133 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.198.0.135 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.198.0.140 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.198.0.141 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.198.0.171 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.198.0.181 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.32.178.218 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.32.38.71 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.32.48.181 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.32.49.171 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.42.141.27 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.42.46.71 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.44.160.187 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.44.160.231 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.44.161.135 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 101.46.1.221 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 103.153.183.126 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 103.250.186.160 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 103.31.152.248 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 103.4.250.85 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 104.192.2.42 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 104.197.69.115 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 104.209.7.208 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 104.209.7.209 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 104.232.199.34 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 104.236.108.85 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 106.75.24.100 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 106.75.47.91 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 106.75.49.194 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 106.75.98.180 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 109.243.64.80 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.238.104.37 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.238.105.111 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.238.108.114 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.238.108.12 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.201.112 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.201.120 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.201.130 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.201.14 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.201.170 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.201.181 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.201.209 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.201.24 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.201.26 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.201.45 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.202.136 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.202.146 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.202.212 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.202.24 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.202.49 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 110.249.202.59 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.119.193.235 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.119.194.119 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.119.195.73 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.119.197.81 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.119.199.180 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.119.200.167 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.119.201.193 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.119.204.90 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.119.212.202 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.119.255.72 | pulse=69e847c5754d28246f5f62c9
[2026-04-22 22:30:17] [IP] 111.225.148.101 | pulse=69e847c5754d28246f5f62c9
